Southern University and A&M College,"$19,332 (out-of-state), $9,332 (in-state)","5,347",,
"Baton Rouge, LA",,,,
 #38 in Historically Black Colleges and Universities(tie),,,,
,,,,
University of Arkansas--Pine Bluff,"$13,666 (out-of-state), $7,336 (in-state)","2,721",,
"Pine Bluff, AR",,,,
 #38 in Historically Black Colleges and Universities(tie),,,,
South Carolina State University,"$20,500 (out-of-state), $10,420 (in-state)","2,529",,
"Orangeburg, SC",,,,
 #42 in Historically Black Colleges and Universities(tie),,,,
West Virginia State University,"$16,550 (out-of-state), $7,546 (in-state)","3,433",,
"Institute, WV",,,,
 #42 in Historically Black Colleges and Universities(tie),,,,
Central State University,"$8,096 (out-of-state), $6,246 (in-state)","1,729",,
"Wilberforce, OH",,,,
 #44 in Historically Black Colleges and Universities(tie),,,,
Grambling State University,"$16,466 (out-of-state), $7,443 (in-state)","3,883",,
"Grambling, LA",,,,
 #44 in Historically Black Colleges and Universities(tie),,,,
,,,,
Bluefield State College,"$13,032 (out-of-state), $9,560 (in-state)","1,362",,
"Bluefield, WV",,,,
 #46 in Historically Black Colleges and Universities,,,,
Lincoln University,"$14,172 (out-of-state), $7,632 (in-state)","2,618",,
"Jefferson City, MO",,,,
 #47 in Historically Black Colleges and Universities(tie),,,,
Mississippi Valley State University,"$6,116 (out-of-state), $6,116 (in-state)","2,011",,
"Itta Bena, MS",,,,
 #47 in Historically Black Colleges and Universities(tie),,,,
Texas Southern University,"$21,240 (out-of-state), $9,000 (in-state)","6,562",,
"Houston, TX",,,,
 #47 in Historically Black Colleges and Universities(tie),,,,
Coppin State University 1,"$13,168 (out-of-state), $7,438 (in-state)",N/A,,
"Baltimore, MD",,,,
 #50 in Historically Black Colleges and Universities(tie),,,,
,,,,
St. Augustine's University,"$17,890 ",944,,
"Raleigh, NC",,,,
 #50 in Historically Black Colleges and Universities(tie),,,,
Savannah State University,"$9,905 (out-of-state), $3,367 (in-state)","4,772",,
"Savannah, GA",,,,
 #52 in Historically Black Colleges and Universities,,,,
University of the District of Columbia,"$12,952 (out-of-state), $6,616 (in-state)","3,950",,
"Washington, DC",,,,
 #53 in Historically Black Colleges and Universities(tie),,,,
Virginia Union University,"$16,534 ","1,388",,
"Richmond, VA",,,,
 #53 in Historically Black Colleges and Universities(tie),,,,
Southern University--New Orleans,"$15,322 (out-of-state), $6,421 (in-state)","1,981",,
"New Orleans, LA",,,,
 #55 in Historically Black Colleges and Universities(tie),,,,
,,,,
Wilberforce University 1,"$13,250 ",N/A,,
"Wilberforce, OH",,,,
 #55 in Historically Black Colleges and Universities(tie),,,,
Allen University,"$13,140 ",N/A,,
"Columbia, SC",,,,
 #57-#74 in Historically Black Colleges and Universities,,,,
Arkansas Baptist College,"$8,760 ",878,,
"Little Rock, AR",,,,
 #57-#74 in Historically Black Colleges and Universities,,,,
Benedict College 1,"$19,566 ",N/A,,
"Columbia, SC",,,,
 #57-#74 in Historically Black Colleges and Universities,,,,
Cheyney University of Pennsylvania,"$17,452 (out-of-state), $11,356 (in-state)",709,,
"Cheyney, PA",,,,
 #57-#74 in Historically Black Colleges and Universities,,,,
,,,,
Edward Waters College 1,"$13,525 ",N/A,,
"Jacksonville, FL",,,,
 #57-#74 in Historically Black Colleges and Universities,,,,
Harris-Stowe State University,"$9,853 (out-of-state), $5,220 (in-state)","1,464",,
"St. Louis, MO",,,,
 #57-#74 in Historically Black Colleges and Universities,,,,
Huston-Tillotson University,"$14,346 ",965,,
"Austin, TX",,,,
 #57-#74 in Historically Black Colleges and Universities,,,,
Jarvis Christian College,"$11,720 ",900,,
"Hawkins, TX",,,,
 #57-#74 in Historically Black Colleges and Universities,,,,
Lane College 1,"$10,280 ",N/A,,
"Jackson, TN",,,,
 #57-#74 in Historically Black Colleges and Universities,,,,
,,,,
Langston University,"$13,073 (out-of-state), $5,734 (in-state)","2,050",,
"Langston, OK",,,,
 #57-#74 in Historically Black Colleges and Universities,,,,
LeMoyne-Owen College,"$10,900 ",959,,
"Memphis, TN",,,,
 #57-#74 in Historically Black Colleges and Universities,,,,
Livingstone College,"$17,763 ","1,204",,
"Salisbury, NC",,,,
 #57-#74 in Historically Black Colleges and Universities,,,,
Paine College 1,"$14,224 ",N/A,,
"Augusta, GA",,,,
 #57-#74 in Historically Black Colleges and Universities,,,,
Rust College,"$9,500 ","1,004",,
"Holly Springs, MS",,,,
 #57-#74 in Historically Black Colleges and Universities,,,,
,,,,
Shaw University,"$16,480 ","1,713",,
"Raleigh, NC",,,,
 #57-#74 in Historically Black Colleges and Universities,,,,
Stillman College 1,"$10,418 ",N/A,,
"Tuscaloosa, AL",,,,
 #57-#74 in Historically Black Colleges and Universities,,,,
Voorhees College 1,"$12,630 ",N/A,,
"Denmark, SC",,,,
 #57-#74 in Historically Black Colleges and Universities,,,,
Wiley College 1,"$12,064 ",N/A,,
"Marshall, TX",,,,
 #57-#74 in Historically Black Colleges and Universities,,,,
Concordia College 1,"$10,320 ",N/A,,
"Selma, AL",,,,
Unranked,,,,
,,,,
Miles College 1,"$11,604 ",N/A,,
"Birmingham, AL",,,,
Unranked,,,,
Morris College 1,"$13,045 ",N/A,,
"Sumter, SC",,,,
Unranked,,,,
Southwestern Christian College 1,"$8,074 ",N/A,,
"Terrell, TX",,,,
Unranked,,,,
Talladega College 1,"$12,340 ",N/A,,
"Talladega, AL",,,,
Unranked,,,,
Texas College 1,"$17,208 ",N/A,,
"Tyler, TX",,,,
Unranked,,,,
