,College Name or Type,guess,name,big10,pac,sisters,hbcu
4393,you've never heard of it,,,,,,
4394,huge state school,,,,,,
4395,semipublic,,,,,,
4396,large city,,,,,,
4397,pubilc,,,,,,
4398,baruch,,1,,,,
4399,suny np,,1,,,,
4400,top 15 undergraduate business,1,1,,,,
4401,large hbcu,,,,,,1
4402,university of san di,,1,,,,
4403,"university of nevada, reno",,1,,,,
4404,uni of california,,1,,,,
4405,indiana tech,,1,,,,
4406,elite non-ivy,1,1,,,,
4407,polytechnic,,,,,,
4408,public - big 12,,,1,,,
4409,private/,,,,,,
4410,small private (il),,1,,,,
4411,small west coast private,,,,,,
4412,large priv.,,,,,,
4413,"public, ucsb",,1,,,,
4414,brown univeristy,,1,,,,
4415,private-top 20,1,1,,,,
4416,public - ucb,,1,,,,
4417,private - t25,1,1,,,,
4418,rising public,,,,,,
4419,top 5 ug,1,1,,,,
4420,public (ucsb),,1,,,,
4421,quaker,,1,,,,
4422,mtsu,,1,,,,
4423,jesuit/private,,,,,,
4424,top 10 small private,1,1,,,,
4425,"top tier, large private",,,,,,
4426,top public canadian,,,,,,
4427,top canadian uni,,,,,,
4428,unc - wilmington,,1,,,,
4429,top-15 national university,1,1,,,,
4430,top 10 public research,1,1,,,,
4431,top 25 engineering p,1,1,,,,
4432,lees mcrae college,,1,,,,
4433,private; foreign,,,,,,
4434,csula,,1,,,,
4435,private las,,,,,,
4436,university of tx,,1,,,,
4437,"top 25 ug, top 5 eng",1,1,,,,
4438,more selective private,,,,,,
4439,large public; mid 40s rank,1,1,,,,
4440,extremely large research unive,,,,,,
4441,small catholic college,,,,,,
4442,top 20 private school,1,1,,,,
4443,eastern university,,1,,,,
4444,international - scotland,,,,,,
4445,big 10 large state,,,1,,,
4446,top-private,,,,,,
4447,top private (northwe,,1,,,,
4448,bss,,1,,,,
4449,city college,,,,,,
4450,indiana state,,1,,,,
4451,castleton state college,,1,,,,
4452,public honors college,,,,,,
4453,azusa pacific univer,,1,,,,
4454,flyover country,,,,,,
4455,ave maria law school,,1,,,,
4456,u of ca,,1,,,,
4457,technical university,,1,,,,
4458,top10 liberal arts,1,1,,,,
4459,non-ivy league,,,,,,
4460,u.s. news top 15,1,1,,,,
4461,top 6 private/liberal arts,1,1,,,,
4462,major california public univer,,,,,,
4463,claremont mckenna college,,1,,,,
4464,top 10 private lac,1,1,,,,
4465,ranked large public university,,,,,,
4466,top 10 public undergrad,1,1,,,,
4467,middle tier private,,,,,,
4468,brandman university,,1,,,,
4469,private uni.,,,,,,
4470,ustop5,1,1,,,,
4471,top australian university (uq),,,,,,
4472,the university of alabama,,1,,,,
4473,univeristy of southe,,1,,,,
4474,university of louiville,,1,,,,
4475,pac -10,,,,1,,
4476,top35,1,1,,,,
4477,siena college,,1,,,,
4478,morgan state university,,1,,,,
4479,public-regional,,,,,,
4480,elite liberal arts college,,,,,,
4481,in a city,,,,,,
4482,competitie liberal arts,,,,,,
4483,california state university no,,1,,,,
4484,tarleton state university,,1,,,,
4485,franklin and marshall college,,1,,,,
4486,liberal arts - luthe,,1,,,,
4487,u of louisville,,1,,,,
4488,lamar,,1,,,,
4489,private engineering (lehigh),,1,,,,
4490,univ. of south florida,,1,,,,
4491,georgetown - sfs,,1,,,,
4492,embry-riddle aeronau,,1,,,,
4493,"private, 4 year, 2nd",,,,,,
4494,public se,,,,,,
4495,uab,,1,,,,
4496,bethune cookman university,,1,,,,
4497,land grant ttt,,,,,,
4498,a university of california,,1,,,,
4499,lower-tier ivy,,,,,,
4500,top 25 usnwr,1,1,,,,
4501,small-private,,,,,,
4502,widener law,,1,,,,
4503,t-25 public,1,1,,,,
4504,charleston southern university,,1,,,,
4505,university of southern indiana,,1,,,,
4506,sec state,,,,,,
4507,public uinversity,,,,,,
4508,top ranked liberal a,,,,,,
4509,public- liberal arts,,,,,,
4510,univeristy of houston,,1,,,,
4511,small private christian,,,,,,
4512,berea college (private),,1,,,,
4513,fgf,,,,,,
4514,7 sister,,,,,1,
4515,"small private, nothing special",,,,,,
4516,"small, private, liberal arts s",,,,,,
4517,top 50 university/private,1,1,,,,
4518,warner university,,1,,,,
4519,t20 liberal arts college,1,1,,,,
4520,u of f,,1,,,,
4521,top 100 large private,1,1,,,,
4522,private christian school,,,,,,
4523,big 12 public,,,1,,,
4524,fisk university - hb,,1,,,,
4525,christian,,,,,,
4526,private northeast,,,,,,
4527,excelsior college,,1,,,,
4528,"private, 2nd tier",,,,,,
4529,ohio university-go bobcats,,1,,,,
4530,"private, small lib arts",,,,,,
4531,public -uc,,1,,,,
4532,usnwr top 20 university,1,1,,,,
4533,u of mich,,1,,,,
4534,philadelphia,,,,,,
4535,duke univ,,1,,,,
4536,u(province),,,,,,
4537,middlebury,,1,,,,
4538,usc - private,,1,,,,
4539,competitive state university,,,,,,
4540,alma college,,1,,,,
4541,top private engineer,,,,,,
4542,historical black college (howa,,1,,,,
4543,princeton university,,1,,,,
4544,hys,,1,,,,
4545,near ivy,,,,,,
4546,mississippi state university,,1,,,,
4547,public northeast,,,,,,
4548,private (harvey mudd,,1,,,,
4549,public liberal arts/honors col,,,,,,
4550,liberal arts top 20,1,1,,,,
4551,cuny-city college,,1,,,,
4552,univeristy at albany,,1,,,,
4553,wesleyan univ.,,1,,,,
4554,univ. of mich-ann arbor,,1,,,,
4555,regional engineering,,,,,,
4556,seven sistahz,,,,,1,
4557,rural,,,,,,
4558,big 10 - uw,,1,,,,
4559,university of illinois urbana,,1,,,,
4560,top univ. in china,,,,,,
4561,lake forest,,1,,,,
4562,t10 public,1,1,,,,
4563,"troy university, alabama",,1,,,,
4564,st. thomas,,1,,,,
4565,ivy - (non-hyp),1,1,,,,
4566,major state,,,,,,
4567,southeastern oklahoma state un,,1,,,,
4568,liberall arts,,,,,,
4569,small-midsized catholic,,,,,,
4570,scsu,,1,,,,
4571,buffalo state college,,1,,,,
4572,univ.,,,,,,
4573,top 60 private,1,1,,,,
4574,private - jesuit,,,,,,
4575,university of maryland at coll,,1,,,,
4576,top ranked public un,,,,,,
4577,"public, top 30",1,1,,,,
4578,devry university,,1,,,,
4579,small univ. in ma,,,,,,
4580,carnegie mellon u,,1,,,,
4581,avg. state school,,,,,,
4582,lamar university,,1,,,,
4583,private - eh,,,,,,
4584,delta state university,,1,,,,
4585,"private, mid-sized",,,,,,
4586,uc-santa barbara,,1,,,,
4587,berklee college of music,,1,,,,
4588,pulic university,,,,,,
4589,brigham young,,1,,,,
4590,unranked business school,,,,,,
4591,top 25 private liberal arts,1,1,,,,
4592,t25 liberal arts,1,1,,,,
4593,liberal arts (top 5),1,1,,,,
4594,top 3 engineering,1,1,,,,
4595,enormous private,,,,,,
4596,"ut, austin",,1,,,,
4597,sacred heart,,1,,,,
4598,t100 public,1,1,,,,
4599,unversity,,,,,,
4600,northern michigan un,,1,,,,
4601,u tampa,,1,,,,
4602,large public (highly ranked),,,,,,
4603,top 20 pvt.,1,1,,,,
4604,queens college cuny,,1,,,,
4605,university of missou,,1,,,,
4606,uc school in ca,,1,,,,
4607,university of pikeville,,1,,,,
4608,cal state la,,1,,,,
4609,unranked,,,,,,
4610,t1-2,,,,,,
4611,medium-size,,,,,,
4612,large state uni,,,,,,
4613,academic type.,,,,,,
4614,saint joe's,,1,,,,
4615,top 3 liberal arts college,1,1,,,,
4616,regional public school,,,,,,
4617,top 10 school (priva,1,1,,,,
4618,top-tier small priva,,,,,,
4619,"mph gw, undergrad gw",,,,,,
4620,top 30 - private,1,1,,,,
4621,top 10 (uk),,,,,,
4622,top private la/eng,,,,,,
4623,nlc,,1,,,,
4624,temple univ/ tesu,,1,,,,
4625,top ranked midwestern,,,,,,
4626,top chinese university,,,,,,
4627,"good, but not ivy",,,,,,
4628,carleton university,,1,,,,
4629,public - suny,,1,,,,
4630,mount holyoke,,1,,,,
4631,university of mumbai,,,,,,
4632,mssu,,1,,,,
4633,arts & sciences,,,,,,
4634,ham,,1,,,,
4635,langston university (hbcu),,1,,,,
4636,university public,,,,,,
4637,major univeristy,,,,,,
4638,arizona state universit,,1,,,,
4639,grad school - masters,,,,,,
4640,"private, t2",,,,,,
4641,university of toront,,,,,,
4642,taylor university,,1,,,,
4643,rutgers pharmacy,,1,,,,
4644,avg. liberal arts,,,,,,
4645,wesleyan u,,1,,,,
4646,4-year private institution in,,,,,,
4647,public / state,,,,,,
4648,university of housto,,1,,,,
4649,"large public, top 50",1,1,,,,
4650,post-grad,,,,,,
4651,fisk university,,1,,,,
4652,university of utah | lse*,,1,,,,
4653,private/jewish,,,,,,
4654,top masters-level,,,,,,
4655,private ttt,,,,,,
4656,nationally ranked st,,,,,,
4657,ssu,,1,,,,
4658,large public - satel,,1,,,,
4659,major public state school,,,,,,
4660,top20 pub,1,1,,,,
4661,mid-size private university,,,,,,
4662,"large, public, uc",,1,,,,
4663,state collge,,,,,,
4664,university of los angeles cali,,1,,,,
4665,public (unlv),,1,,,,
4666,wake forest university (privat,,1,,,,
4667,"top 20 lac, women",1,1,,,,
4668,senior military college,,,,,,
4669,uw-la crosse,,1,,,,
4670,tougaloo college,,1,,,,
4671,top 30 - middle size,1,1,,,,
4672,liberal arts (top 25),1,1,,,,
4673,small bible college,,,,,,
4674,univ. of md college park,,1,,,,
4675,"columbia college, mo",,1,,,,
4676,flagship land-grant,,,,,,
4677,"top public, liberal arts",,,,,,
4678,top 5 public liberal,1,1,,,,
4679,public - research,,,,,,
4680,liberal arts-top 20,1,1,,,,
4681,under graduate,,,,,,
4682,roberts wesleyan,,1,,,,
4683,small suny college,,1,,,,
4684,mid sized,,,,,,
4685,prestigious liberal arts,,,,,,
4686,top 5 eningeering,1,1,,,,
4687,tier 3 state,,,,,,
4688,private top 50 unive,1,1,,,,
4689,top 25 lib arts,1,1,,,,
4690,unt-university of north texas,,1,,,,
4691,"large, public, midwe",,,,,,
4692,big 10 or is it 11 or 12 now?,,,1,,,
4693,northwest missouri state unive,,1,,,,
4694,maryland,,1,,,,
4695,bs-private ms-big 10,,,1,,,
4696,public pac-10!,,,,1,,
4697,"private, mid-size",,,,,,
4698,big ten (go badgers),,1,,,,
4699,large national,,,,,,
4700,tier 2 public in texas,,,,,,
4701,public univesity,,,,,,
4702,liberal arts-top 3,1,1,,,,
4703,the cooper union for the advan,,1,,,,
4704,texas / chicago,,1,,,,
4705,louisiana college,,1,,,,
4706,western govenors university,,1,,,,
4707,liberal arts college - top 10,1,1,,,,
4708,learning school,,,,,,
4709,appstate,,1,,,,
4710,eastern illinois university,,1,,,,
4711,tennessee,,1,,,,
4712,u of illinois urbana,,1,,,,
4713,4-yr,,,,,,
4714,elon university,,1,,,,
4715,fordham 1.5 yrs (recent) unite,,1,,,,
4716,tier 1 public university,,,,,,
4717,out of state public,,,,,,
4718,univ of oklahoma,,1,,,,
4719,cal poly - slo,,1,,,,
4720,us news top 100,1,1,,,,
4721,u.s. coast guard academy,,1,,,,
4722,private (top25),1,1,,,,
4723,t14 university,1,1,,,,
4724,columbia southern university,,1,,,,
4725,private in the 30\'s,1,1,,,,
4726,university of wisconsin-eau cl,,1,,,,
4727,private (top tier),,,,,,
4728,public state support,,,,,,
4729,college of southern nevada,,1,,,,
4730,pubic university,,,,,,
4731,top 3 (elite),1,1,,,,
4732,st anselm college,,1,,,,
4733,top south korean university,,,,,,
4734,um of duluth,,1,,,,
4735,top 1 public,1,1,,,,
4736,wayne state univ.,,1,,,,
4737,unimpressive public school,,,,,,
4738,winston salem state university,,1,,,,
4739,midwest state u,,,,,,
4740,valdosta state university,,1,,,,
4741,urban regional,,,,,,
4742,um,,1,,,,
4743,strayer university,,1,,,,
4744,ny other,,,,,,
4745,"top-10 business, honors",1,1,,,,
4746,university of washington - lar,,1,,,,
4747,tier 3 -uic,,1,,,,
4748,"3rd tier, large public",,,,,,
4749,top public/ uc san d,,1,,,,
4750,libral arts,,,,,,
4751,solid public college ~30,,1,,,,
4752,ca,,,,,,
4753,t100 private,1,1,,,,
4754,undergrad/private,,,,,,
4755,fgcu,,1,,,,
4756,liberal arts/jesuit,,,,,,
4757,top 25 ug,1,1,,,,
4758,"huge, strong public",,,,,,
4759,big state (cu),,1,,,,
4760,cal state bakersfield,,1,,,,
4761,southeastern oklahoma state,,1,,,,
4762,iowa state univ.,,1,,,,
4763,small - private,,,,,,
4764,ttttpublic,,,,,,
4765,private (top 30),1,1,,,,
4766,private -byu,,1,,,,
4767,state (ut arlington),,1,,,,
4768,expensive,,,,,,
4769,major private university (top,,,,,,
4770,the best,,,,,,
4771,3t,,,,,,
4772,large public u,,,,,,
4773,fort valley state university,,1,,,,
4774,csu fresno,,1,,,,
4775,top 50/private,1,1,,,,
4776,70,,,,,,
4777,small southern liberal arts,,,,,,
4778,very good!,,,,,,
4779,university of va,,1,,,,
4780,wwu,,1,,,,
4781,willamette u,,1,,,,
4782,univ of fla,,1,,,,
4783,bowling green state universty,,1,,,,
4784,mediocre state,,,,,,
4785,cal st.,,1,,,,
4786,georgia regents university,,1,,,,
4787,"public, florida international",,1,,,,
4788,prestigous,,,,,,
4789,public/commuter campus,,,,,,
4790,privae liberal arts,,,,,,
4791,"top tier, private",,,,,,
4792,"private, small",,,,,,
4793,tier 2 - private,,,,,,
4794,small private cathol,,,,,,
4795,party school,,,,,,
4796,public- top tier,,,,,,
4797,the university of texas of the,,,,,,
4798,slac/top 20 university,1,1,,,,
4799,pacific west college of law,,1,,,,
4800,marymount manhattan college,,1,,,,
4801,university of texas-,,1,,,,
4802,gonzaga universtity,,1,,,,
4803,macon state college,,1,,,,
4804,sf conservatory of music,,1,,,,
4805,dowling,,1,,,,
4806,cuny (john jay),,1,,,,
4807,central christian college of k,,1,,,,
4808,regional--cal state,,1,,,,
4809,university of arkansas little,,1,,,,
4810,univ. of s.car,,1,,,,
4811,top 40 ntl,1,1,,,,
4812,lsa,,1,,,,
4813,north fl,,1,,,,
4814,azusa pacific university,,1,,,,
4815,public - ucdavis,,1,,,,
4816,univrsity of pittsburgh,,1,,,,
4817,state/public university,,,,,,
4818,large publics,,,,,,
4819,st. xavier university,,1,,,,
4820,engineering institute,,,,,,
4821,private lib. art.,,,,,,
4822,"large, public, texas",,1,,,,
4823,small elite,,,,,,
4824,romanian-american university,,,,,,
4825,ucla - top public,,1,,,,
4826,northwestern u.,,1,,,,
4827,hendrix college,,1,,,,
4828,tier 1 private (top 25),1,1,,,,
4829,state flagship university,,,,,,
4830,univ. tennessee,,1,,,,
4831,nku,,1,,,,
4832,gvsu,,1,,,,
4833,mediocre,,,,,,
4834,public (after 2 yrs private),,,,,,
4835,public four-year,,,,,,
4836,t-15 private,1,1,,,,
4837,public midwest,,,,,,
4838,undergrad - elmira c,,1,,,,
4839,rutgers (large public ivy),,1,,,,
4840,publica,,,,,,
4841,a california state university,,1,,,,
4842,university of california-santa,,1,,,,
4843,umass-boston,,1,,,,
4844,vanguard university of souther,,1,,,,
4845,accredited,,,,,,
4846,pre-school,,,,,,
4847,"university of puerto rico, rio",,1,,,,
4848,top-15 liberal arts,1,1,,,,
4849,women's college,,,,,,
4850,frostburg state university,,1,,,,
4851,university of north carolina-g,,1,,,,
4852,top ranked public university,,,,,,
4853,look at my screennam,,,,,,
4854,private-liberal arts,,,,,,
4855,best ivy,1,1,,,,
4856,public - big east,,,,,,
4857,top 50 - public,1,1,,,,
4858,univ southern cal,,1,,,,
4859,aeronautical,,,,,,
4860,university of connec,,1,,,,
4861,top50,1,1,,,,
4862,4-year private college,,,,,,
4863,liberal arts (top 20),1,1,,,,
4864,univ of miami,,1,,,,
4865,one section of a 4 p,,,,,,
4866,lafayette college,,1,,,,
4867,semi big private,,,,,,
4868,top 20 state university,1,1,,,,
4869,manhattan school of music,,1,,,,
4870,university of tennessee at mar,,1,,,,
4871,top 15 private unive,,,,,,
4872,private (tcu),,1,,,,
4873,private urban univer,,,,,,
4874,2nd largest public university,,,,,,
4875,not impressive,,,,,,
4876,public huge lower en,,,,,,
4877,public masters university,,,,,,
4878,new mexico state universityy,,1,,,,
4879,private lutheran,,,,,,
4880,large top 20 public,1,1,,,,
4881,big catholic,,,,,,
4882,st. john fisher,,1,,,,
4883,unviersity of pittsburgh,,1,,,,
4884,state university (big 12),,,1,,,
4885,north carolina central univ.,,1,,,,
4886,"top 20, non-ivy",1,1,,,,
4887,"tier 1, private, single-sex",,,,,,
4888,lehigh u./engineering,,1,,,,
4889,concordia college,,1,,,,
4890,"top 30, all over the",1,1,,,,
4891,elite big ten,,,1,,,
4892,rabbinical college,,1,,,,
4893,engin,,,,,,
4894,top 30 worldwide,1,1,,,,
4895,1,,,,,,
4896,west virginia u.,,1,,,,
4897,top 5 business school,1,1,,,,
4898,utpb,,1,,,,
4899,small/liberal arts,,,,,,
4900,"private, gettysburg",,1,,,,
4901,public undergrad,,,,,,
4902,public (fsu),,1,,,,
4903,human resources,,,,,,
4904,public- ohio state,,1,,,,
4905,highly competitive,,,,,,
4906,east west university,,,,,,
4907,top 4-ivy league,1,1,,,,
4908,top chinese,,,,,,
4909,university of maine,,1,,,,
4910,tier i private,,,,,,
4911,top 13  us university,1,1,,,,
4912,small public institution,,,,,,
4913,top master\'s level (south),,,,,,
4914,first tier liberal arts,,,,,,
4915,hbcu (public),,,,,,1
4916,private midwestern,,,,,,
4917,non-prestigious liberal arts,,,,,,
4918,abroad,,,,,,
4919,unc undergrad,,1,,,,
4920,major institution,,,,,,
4921,christian lib arts,,,,,,
4922,pretty cool,,,,,,
4923,national - private,,,,,,
4924,university of missouri - st. l,,1,,,,
4925,seton hall,,1,,,,
4926,twu,,1,,,,
4927,mitchell college,,1,,,,
4928,gonzaga univ.,,1,,,,
4929,"ivy ugrad, top public masters",1,1,,,,
4930,uf/fsu,,1,,,,
4931,small private - midwest,,,,,,
4932,technological instit,,1,,,,
4933,small undergrad private,,,,,,
4934,philadelphia university,,1,,,,
4935,central michigan,,1,,,,
4936,"private, small, liberal arts",,,,,,
4937,lipscomb,,1,,,,
4938,l.b. state,,,,,,
4939,large public: vt :),,1,,,,
4940,lewis-clark state college,,1,,,,
4941,university of memphi,,1,,,,
4942,t15 lac,1,1,,,,
4943,gustavus adolphus college,,1,,,,
4944,"state, big",,,,,,
4945,public int.,,,,,,
4946,h is the _ of the east,,,,,,
4947,georgetown.,,1,,,,
4948,land grant state school,,,,,,
4949,"top 20, public",1,1,,,,
4950,ivy school,1,1,,,,
4951,concord,,1,,,,
4952,best public,1,1,,,,
4953,new mexico highlands universit,,1,,,,
4954,100-150,1,1,,,,
4955,t80,1,1,,,,
4956,rather urban,,,,,,
4957,louisville,,1,,,,
4958,public (utd),,1,,,,
4959,"small, private, competitive",,,,,,
4960,public university of californi,,,,,,
4961,small christian university,,,,,,
4962,suny college at oneonta,,1,,,,
4963,univ of rochester,,1,,,,
4964,hail to the victors,,,,,,
4965,top 50 / public,1,1,,,,
4966,publicivy,,,,,,
4967,ivy ( hyp),1,1,,,,
4968,1st tier northeast,,,,,,
4969,"private university,",,,,,,
4970,top-15 priv. uni.,1,1,,,,
4971,stony brook university (suny),,1,,,,
4972,large private/public,,,,,,
4973,4year,,,,,,
4974,schulich school of b,,,,,,
4975,armstrong atlantic state unive,,1,,,,
4976,california maritime academy,,1,,,,
4977,pt,,,,,,
4978,small rural state sc,,,,,,
4979,private top liberal arts,,,,,,
4980,ferris state university,,1,,,,
4981,canadian (private),,,,,,
4982,bucknell,,1,,,,
4983,cuny- nycct,,1,,,,
4984,texas school,,,,,,
4985,uw-eau claire,,1,,,,
4986,"over 45k, public",,,,,,
4987,southern new hampshire univers,,1,,,,
4988,private catholic (no,,,,,,
4989,tier-1,,,,,,
4990,top-40 (boston college),,1,,,,
4991,well ranked private university,,,,,,
4992,csudh,,1,,,,
4993,st. andrews,,1,,,,
4994,top 10 liberal art,1,1,,,,
4995,oxy,,,,,,
4996,smaller state school,,,,,,
4997,augustana university,,1,,,,
4998,univ of south carolina,,1,,,,
4999,large public/ research,,,,,,
5000,harvard university,,1,,,,
5001,"small liberal arts, top 30",1,1,,,,
5002,louisiana state univ,,1,,,,
5003,#1-2 liberal arts,1,1,,,,
5004,"public, top 40",1,1,,,,
5005,rutgers-camden,,1,,,,
5006,public - 2nd tier,,,,,,
5007,university of west florida,,1,,,,
5008,top 10 business school,1,1,,,,
5009,badass public (berke,,,,,,
5010,new jersey city university,,1,,,,
5011,public lib arts,,,,,,
5012,"top-10 private, science/engine",1,1,,,,
5013,anderson university.,,1,,,,
5014,private-religious,,,,,,
5015,private t-30,1,1,,,,
5016,public/honors,,,,,,
5017,new york univeristy,,1,,,,
5018,top 4th tier public,,,,,,
5019,tx tech,,1,,,,
5020,unimpressive state school,,,,,,
5021,berry college,,1,,,,
5022,top private lib arts,,,,,,
5023,virginia union university,,1,,,,
5024,st. peter's college,,1,,,,
5025,makes mama proud,,,,,,
5026,4 year univ.,,,,,,
5027,lehman college,,1,,,,
5028,renselear,,1,,,,
5029,uom,,1,,,,
5030,weber state university,,1,,,,
5031,high rank small priv,,,,,,
5032,western kentucky university,,1,,,,
5033,jesuit catholic,,,,,,
5034,uab undergraduate / uwa gradua,,,,,,
5035,pac ten state school,,,,1,,
5036,"private, baptist",,,,,,
5037,csu fullerton,,1,,,,
5038,small liberal art,,,,,,
5039,oklahoma,,1,,,,
5040,colorado technical university,,1,,,,
5041,top 100 lac,1,1,,,,
5042,the lincoln university,,1,,,,
5043,"concordia college, bronxville,",,1,,,,
5044,universit,,,,,,
5045,"private, public",,,,,,
5046,univ of ca,,1,,,,
5047,a uc,,1,,,,
5048,ohio state universit,,1,,,,
5049,land grant university,,,,,,
5050,st. olaf,,,,,,
5051,u of new haven,,1,,,,
5052,public/prison,,,,,,
5053,national liberal arts college,,,,,,
5054,a good uc,,1,,,,
5055,"ivy, hyp",,1,,,,
5056,jesuit private,,,,,,
5057,indiana university southeast,,1,,,,
5058,univ. rochester,,1,,,,
5059,big ten private,,,1,,,
5060,"public, third-tier",,,,,,
5061,palpatine&#39;s scho,1,1,,,,
5062,middle eastern studies,,,,,,
5063,public-ivy/ liberal arts,,,,,,
5064,university of arkans,,1,,,,
5065,undergrad liberal arts,,,,,,
5066,small private/liberal arts,,,,,,
5067,ivy-hyp,,1,,,,
5068,competitive,,,,,,
5069,mostly unknown liberal arts,,,,,,
5070,"public, t1",,,,,,
5071,state school on east coast,,,,,,
5072,amu,,1,,,,
5073,florida internantional univers,,1,,,,
5074,ualr,,1,,,,
5075,suny oswego,,1,,,,
5076,public-ut,,1,,,,
5077,west virginia state university,,1,,,,
5078,university of missouri- columb,,1,,,,
5079,spring hill college,,1,,,,
5080,private liberal arts college p,,,,,,
5081,palmetto ivy,,,,,,
5082,"tier 1 university, private",,,,,,
5083,creighton university undergrad,,1,,,,
5084,"bc, tu",,1,,,,
5085,private - research,,,,,,
5086,top university in canada,,,,,,
5087,top 50 (public),1,1,,,,
5088,lock haven university,,1,,,,
5089,big public state school,,,,,,
5090,"cal state, fullerton",,1,,,,
5091,college of williams and mary,,1,,,,
5092,"private, az",,,,,,
5093,top public  (flagship),,,,,,
5094,uof arlington,,1,,,,
5095,tufts university - t,,1,,,,
5096,public 4 yr,,,,,,
5097,top 30 public university,1,1,,,,
5098,hawaii pacific university,,1,,,,
5099,uf brah,,1,,,,
5100,umaryland,,1,,,,
5101,"private, all-women",,,,,,
5102,u phoenix,,1,,,,
5103,private/ top 30,1,1,,,,
5104,liberal arts-small-t,,,,,,
5105,libarts,,,,,,
5106,small private tier 1,,,,,,
5107,"rutgers, nb",,1,,,,
5108,undergrad/public,,,,,,
5109,georgetown-sfs,,1,,,,
5110,metro state,,,,,,
5111,"20,000 students, pub",,,,,,
5112,rutgers university-newark,,1,,,,
5113,public - top 40,1,1,,,,
5114,u texas austin,,1,,,,
5115,public_cal state,,1,,,,
5116,third-tier universit,,,,,,
5117,south east,,,,,,
5118,public - top 20,1,1,,,,
5119,garbage technological school,,,,,,
5120,n/r,,,,,,
5121,p,,,,,,
5122,go blue.,1,1,,,,
5123,becker,,,,,,
5124,top state university,,,,,,
5125,top 10  liberal arts school,1,1,,,,
5126,glenville state college,,1,,,,
5127,ucla/public,,1,,,,
5128,hard,,,,,,
5129,private top 5 engine,1,1,,,,
5130,"csu, chico",,1,,,,
5131,4 yrs college,,,,,,
5132,top 20 l arts,1,1,,,,
5133,"public, state colleg",,,,,,
5134,cal state university fresno,,1,,,,
5135,flagship state school,,,,,,
5136,third tier state,,,,,,
5137,small liberal arts.,,,,,,
5138,public university - 4 year,,,,,,
5139,hamilton college,,1,,,,
5140,average public school,,,,,,
5141,tier 1 state school,,,,,,
5142,state (public),,,,,,
5143,large public - u of m,,1,,,,
5144,george mason univ.,,1,,,,
5145,suny cortland,,1,,,,
5146,top east coast public,,,,,,
5147,rogers state university,,1,,,,
5148,medium-sized private school,,,,,,
5149,champions,,,,,,
5150,a&m,,1,,,,
5151,brandeis univ.,,1,,,,
5152,"public, state, eh.",,,,,,
5153,4-year (internationa,,,,,,
5154,high-ranking private,,,,,,
5155,rider university,,1,,,,
5156,state school (top 100),1,1,,,,
5157,small liberal arts (midwest),,,,,,
5158,uh-manoa,,1,,,,
5159,uo,,1,,,,
5160,lame,,,,,,
5161,ba/ma,,,,,,
5162,t1 catholic,,,,,,
5163,ohio,,1,,,,
5164,small private catholic,,,,,,
5165,big state u.,,,,,,
5166,o-h!,,,,,,
5167,univ central fl,,1,,,,
5168,top40 in nation u.c.,1,1,,,,
5169,univ of cal (public/research),,1,,,,
5170,a great one; not the best one.,,,,,,
5171,one with an environm,,,,,,
5172,large public-uc,,1,,,,
5173,nsu,,1,,,,
5174,top-15,1,1,,,,
5175,"4 year, private",,,,,,
5176,large urban private,,,,,,
5177,small pvt,,,,,,
5178,private in u.s. news rankings,,,,,,
5179,small- big school,,,,,,
5180,ttt (i dreamed of uv,,,,,,
5181,t10 lib. arts univ.,1,1,,,,
5182,public - top 30,1,1,,,,
5183,medium-size. private catholic.,,,,,,
5184,public - baruch college,,1,,,,
5185,lib arts college,,,,,,
5186,d3,,,,,,
5187,football,,,,,,
5188,uga - 2002,,1,,,,
5189,horrible ttt,,,,,,
5190,"small private, top 20",1,1,,,,
5191,"public, top 10 in che",,,,,,
5192,university (outside us & canad,,,,,,
5193,ucla (public),,1,,,,
5194,public not ranked,,,,,,
5195,intl,,,,,,
5196,u of iowa,,1,,,,
5197,small science,,,,,,
5198,new england conservatory,,1,,,,
5199,private; top 100,1,1,,,,
5200,uwmadison,,1,,,,
5201,st. edward&#39;s uni,,1,,,,
5202,university of nebraska-omaha,,1,,,,
5203,miami university of ohio,,1,,,,
5204,miami univ.,,1,,,,
5205,tier-i,,,,,,
5206,siena,,,,,,
5207,top-50 public,1,1,,,,
5208,university of szeged,,,,,,
5209,top private lac,,,,,,
5210,lc,,,,,,
5211,"big ten, public",,,1,,,
5212,decent private u,,,,,,
5213,howard university school of la,,1,,,,
5214,top pub,,,,,,
5215,rcnj,,1,,,,
5216,private women's ivy,,,,,,
5217,elementary was pretty sweet,,,,,,
5218,mary baldwin unviersity,,1,,,,
5219,top 50 pubic,1,1,,,,
5220,macalester,,1,,,,
5221,york u,,,,,,
5222,public (ug) private(g),,,,,,
5223,saint edward's university,,1,,,,
5224,unprestigious public,,,,,,
5225,state/lib arts,,,,,,
5226,mansfield university,,1,,,,
5227,public t2,,,,,,
5228,public-medium,,,,,,
5229,birmingham-southern college,,1,,,,
5230,"private, top 60",1,1,,,,
5231,d1 state,,,,,,
5232,top 3 cal state ;),1,1,,,,
5233,big 12 university,,,1,,,
5234,large public (honors college),,,,,,
5235,n.y.u.,,1,,,,
5236,"large, public(umd-cp",,1,,,,
5237,famu,,1,,,,
5238,largest,,,,,,
5239,"public, large state school",,,,,,
5240,ramapo college of new jersey,,1,,,,
